Comuna,Casos nuevos
Algarrobo,3
Cabildo,1
Calle Larga,3
Cartagena,5
Casablanca,5
Catemu,5
Concón,1
El Quisco,1
El Tabo,2
Hijuelas,0
Isla de Pascua,0
Juan Fernández,0
La Calera,26
La Cruz,12
La Ligua,6
Limache,4
Llay-Llay,5
Los Andes,13
Nogales,0
Olmué,0
Panquehue,1
Papudo,1
Petorca,1
Puchuncaví,2
Putaendo,4
Quillota,19
Quilpué,26
Quintero,9
Rinconada,3
San Antonio,28
San Esteban,6
San Felipe,7
Santa Maria,2
Santo Domingo,4
Valparaíso,101
Villa Alemana,12
Viña del Mar,63
Zapallar,0
