Comuna,Casos nuevos
Algarrobo,7
Cabildo,1
Calle Larga,1
Cartagena,4
Casablanca,0
Catemu,2
Concón,13
El Quisco,1
El Tabo,1
Hijuelas,1
Isla de Pascua,2
Juan Fernández,0
La Calera,14
La Cruz,6
La Ligua,7
Limache,20
Llay-Llay,3
Los Andes,11
Nogales,8
Olmué,1
Panquehue,1
Papudo,0
Petorca,2
Puchuncaví,7
Putaendo,3
Quillota,33
Quilpué,24
Quintero,10
Rinconada,0
San Antonio,45
San Esteban,2
San Felipe,13
Santa Maria,1
Santo Domingo,2
Valparaíso,121
Villa Alemana,25
Viña del Mar,76
Zapallar,2
