Comuna,Casos nuevos
Algarrobo,3
Cabildo,0
Calle Larga,4
Cartagena,8
Casablanca,1
Catemu,1
Concón,15
El Quisco,5
El Tabo,2
Hijuelas,4
Isla de Pascua,0
Juan Fernández,0
La Calera,20
La Cruz,1
La Ligua,8
Limache,1
Llay-Llay,8
Los Andes,9
Nogales,3
Olmué,1
Panquehue,1
Papudo,0
Petorca,0
Puchuncaví,10
Putaendo,5
Quillota,35
Quilpué,45
Quintero,4
Rinconada,2
San Antonio,13
San Esteban,5
San Felipe,8
Santa Maria,1
Santo Domingo,2
Valparaíso,101
Villa Alemana,39
Viña del Mar,67
Zapallar,3
