Comuna,Casos nuevos
Algarrobo,1
Cabildo,1
Calle Larga,0
Cartagena,3
Casablanca,2
Catemu,4
Concón,2
El Quisco,2
El Tabo,5
Hijuelas,1
Isla de Pascua,2
Juan Fernández,0
La Calera,8
La Cruz,1
La Ligua,4
Limache,2
Llay-Llay,2
Los Andes,6
Nogales,5
Olmué,1
Panquehue,0
Papudo,0
Petorca,0
Puchuncaví,3
Putaendo,0
Quillota,4
Quilpué,17
Quintero,5
Rinconada,3
San Antonio,3
San Esteban,2
San Felipe,1
Santa Maria,2
Santo Domingo,2
Valparaíso,29
Villa Alemana,13
Viña del Mar,53
Zapallar,1
