Comuna,Casos nuevos
Algarrobo,2
Cabildo,7
Calle Larga,0
Cartagena,4
Casablanca,7
Catemu,0
Concón,6
El Quisco,2
El Tabo,1
Hijuelas,3
Isla de Pascua,0
Juan Fernández,0
La Calera,6
La Cruz,5
La Ligua,8
Limache,19
Llay-Llay,4
Los Andes,18
Nogales,7
Olmué,4
Panquehue,0
Papudo,0
Petorca,4
Puchuncaví,3
Putaendo,0
Quillota,23
Quilpué,30
Quintero,13
Rinconada,0
San Antonio,45
San Esteban,1
San Felipe,1
Santa Maria,1
Santo Domingo,4
Valparaíso,110
Villa Alemana,34
Viña del Mar,76
Zapallar,1
