Comuna,Casos nuevos
Algarrobo,9
Cabildo,1
Calle Larga,5
Cartagena,4
Casablanca,2
Catemu,1
Concón,12
El Quisco,6
El Tabo,1
Hijuelas,18
Isla de Pascua,0
Juan Fernández,0
La Calera,6
La Cruz,3
La Ligua,0
Limache,6
Llay-Llay,1
Los Andes,6
Nogales,4
Olmué,11
Panquehue,0
Papudo,0
Petorca,0
Puchuncaví,0
Putaendo,9
Quillota,13
Quilpué,23
Quintero,8
Rinconada,0
San Antonio,16
San Esteban,1
San Felipe,13
Santa Maria,2
Santo Domingo,2
Valparaíso,92
Villa Alemana,28
Viña del Mar,85
Zapallar,0
