Comuna,Casos nuevos
Algarrobo,5
Cabildo,0
Calle Larga,3
Cartagena,13
Casablanca,4
Catemu,1
Concón,8
El Quisco,2
El Tabo,8
Hijuelas,9
Isla de Pascua,0
Juan Fernández,0
La Calera,6
La Cruz,5
La Ligua,0
Limache,13
Llay-Llay,6
Los Andes,28
Nogales,4
Olmué,0
Panquehue,2
Papudo,0
Petorca,0
Puchuncaví,10
Putaendo,1
Quillota,34
Quilpué,19
Quintero,8
Rinconada,2
San Antonio,24
San Esteban,0
San Felipe,36
Santa Maria,12
Santo Domingo,5
Valparaíso,62
Villa Alemana,19
Viña del Mar,81
Zapallar,0
