Comuna,Casos nuevos
Algarrobo,0
Cabildo,0
Calle Larga,0
Cartagena,0
Casablanca,2
Catemu,0
Concón,2
El Quisco,3
El Tabo,1
Hijuelas,2
Isla de Pascua,0
Juan Fernández,0
La Calera,0
La Cruz,0
La Ligua,0
Limache,4
Llay-Llay,1
Los Andes,2
Nogales,0
Olmué,3
Panquehue,0
Papudo,0
Petorca,0
Puchuncaví,1
Putaendo,2
Quillota,2
Quilpué,0
Quintero,0
Rinconada,3
San Antonio,38
San Esteban,2
San Felipe,8
Santa Maria,2
Santo Domingo,2
Valparaíso,44
Villa Alemana,20
Viña del Mar,32
Zapallar,0
