Comuna,Casos nuevos
Algarrobo,0
Cabildo,6
Calle Larga,3
Cartagena,5
Casablanca,8
Catemu,7
Concón,2
El Quisco,5
El Tabo,4
Hijuelas,1
Isla de Pascua,0
Juan Fernández,0
La Calera,14
La Cruz,2
La Ligua,13
Limache,8
Llay-Llay,9
Los Andes,7
Nogales,10
Olmué,1
Panquehue,0
Papudo,3
Petorca,4
Puchuncaví,4
Putaendo,0
Quillota,33
Quilpué,33
Quintero,8
Rinconada,3
San Antonio,15
San Esteban,2
San Felipe,11
Santa Maria,7
Santo Domingo,1
Valparaíso,115
Villa Alemana,44
Viña del Mar,80
Zapallar,1
