Comuna,Casos nuevos
Algarrobo,0
Cabildo,2
Calle Larga,2
Cartagena,1
Casablanca,6
Catemu,1
Concón,3
El Quisco,0
El Tabo,3
Hijuelas,0
Isla de Pascua,0
Juan Fernández,0
La Calera,5
La Cruz,1
La Ligua,2
Limache,3
Llay-Llay,0
Los Andes,10
Nogales,5
Olmué,1
Panquehue,4
Papudo,0
Petorca,0
Puchuncaví,1
Putaendo,0
Quillota,7
Quilpué,44
Quintero,1
Rinconada,1
San Antonio,12
San Esteban,1
San Felipe,6
Santa Maria,1
Santo Domingo,1
Valparaíso,35
Villa Alemana,10
Viña del Mar,40
Zapallar,0
