Comuna,Casos nuevos
Algarrobo,1
Cabildo,3
Calle Larga,5
Cartagena,11
Casablanca,7
Catemu,0
Concón,11
El Quisco,0
El Tabo,2
Hijuelas,3
Isla de Pascua,0
Juan Fernández,0
La Calera,22
La Cruz,10
La Ligua,1
Limache,26
Llay-Llay,13
Los Andes,13
Nogales,7
Olmué,12
Panquehue,0
Papudo,3
Petorca,3
Puchuncaví,6
Putaendo,1
Quillota,30
Quilpué,54
Quintero,3
Rinconada,0
San Antonio,23
San Esteban,0
San Felipe,6
Santa Maria,3
Santo Domingo,2
Valparaíso,138
Villa Alemana,40
Viña del Mar,117
Zapallar,0
