Comuna,Casos nuevos
Algarrobo,5
Cabildo,3
Calle Larga,0
Cartagena,4
Casablanca,1
Catemu,0
Concón,7
El Quisco,0
El Tabo,2
Hijuelas,1
Isla de Pascua,0
Juan Fernández,0
La Calera,6
La Cruz,2
La Ligua,2
Limache,3
Llay-Llay,4
Los Andes,5
Nogales,6
Olmué,2
Panquehue,0
Papudo,1
Petorca,0
Puchuncaví,11
Putaendo,4
Quillota,25
Quilpué,10
Quintero,2
Rinconada,1
San Antonio,6
San Esteban,0
San Felipe,10
Santa Maria,1
Santo Domingo,2
Valparaíso,48
Villa Alemana,11
Viña del Mar,31
Zapallar,0
