Comuna,Casos nuevos
Algarrobo,2
Cabildo,2
Calle Larga,2
Cartagena,12
Casablanca,21
Catemu,2
Concón,18
El Quisco,3
El Tabo,5
Hijuelas,5
Isla de Pascua,0
Juan Fernández,0
La Calera,35
La Cruz,8
La Ligua,10
Limache,20
Llay-Llay,12
Los Andes,36
Nogales,11
Olmué,1
Panquehue,5
Papudo,0
Petorca,2
Puchuncaví,8
Putaendo,2
Quillota,60
Quilpué,77
Quintero,12
Rinconada,0
San Antonio,9
San Esteban,8
San Felipe,20
Santa Maria,9
Santo Domingo,2
Valparaíso,166
Villa Alemana,62
Viña del Mar,144
Zapallar,0
