Comuna,Casos nuevos
Algarrobo,2
Cabildo,4
Calle Larga,8
Cartagena,7
Casablanca,3
Catemu,1
Concón,16
El Quisco,8
El Tabo,4
Hijuelas,1
Isla de Pascua,0
Juan Fernández,0
La Calera,5
La Cruz,0
La Ligua,2
Limache,7
Llay-Llay,4
Los Andes,19
Nogales,5
Olmué,3
Panquehue,0
Papudo,0
Petorca,2
Puchuncaví,2
Putaendo,1
Quillota,21
Quilpué,14
Quintero,5
Rinconada,1
San Antonio,63
San Esteban,1
San Felipe,17
Santa Maria,1
Santo Domingo,5
Valparaíso,74
Villa Alemana,18
Viña del Mar,63
Zapallar,0
