Comuna,Casos nuevos
Algarrobo,4
Cabildo,3
Calle Larga,2
Cartagena,12
Casablanca,2
Catemu,0
Concón,2
El Quisco,0
El Tabo,11
Hijuelas,2
Isla de Pascua,0
Juan Fernández,0
La Calera,6
La Cruz,1
La Ligua,23
Limache,1
Llay-Llay,1
Los Andes,11
Nogales,6
Olmué,1
Panquehue,0
Papudo,3
Petorca,5
Puchuncaví,0
Putaendo,2
Quillota,17
Quilpué,38
Quintero,11
Rinconada,3
San Antonio,28
San Esteban,0
San Felipe,15
Santa Maria,4
Santo Domingo,5
Valparaíso,69
Villa Alemana,24
Viña del Mar,59
Zapallar,2
