Comuna,Casos nuevos
Algarrobo,2
Cabildo,0
Calle Larga,0
Cartagena,0
Casablanca,0
Catemu,0
Concón,2
El Quisco,5
El Tabo,0
Hijuelas,0
Isla de Pascua,0
Juan Fernández,0
La Calera,0
La Cruz,1
La Ligua,0
Limache,0
Llay-Llay,1
Los Andes,2
Nogales,3
Olmué,0
Panquehue,0
Papudo,0
Petorca,0
Puchuncaví,0
Putaendo,0
Quillota,6
Quilpué,21
Quintero,2
Rinconada,1
San Antonio,35
San Esteban,0
San Felipe,0
Santa Maria,1
Santo Domingo,1
Valparaíso,27
Villa Alemana,9
Viña del Mar,14
Zapallar,0
