Comuna,Casos nuevos
Algarrobo,3
Cabildo,3
Calle Larga,2
Cartagena,5
Casablanca,1
Catemu,1
Concón,4
El Quisco,1
El Tabo,2
Hijuelas,0
Isla de Pascua,0
Juan Fernández,0
La Calera,2
La Cruz,1
La Ligua,13
Limache,5
Llay-Llay,1
Los Andes,18
Nogales,2
Olmué,4
Panquehue,0
Papudo,0
Petorca,6
Puchuncaví,2
Putaendo,1
Quillota,7
Quilpué,16
Quintero,13
Rinconada,0
San Antonio,14
San Esteban,0
San Felipe,6
Santa Maria,4
Santo Domingo,2
Valparaíso,50
Villa Alemana,22
Viña del Mar,63
Zapallar,1
