Comuna,Casos nuevos
Algarrobo,5
Cabildo,3
Calle Larga,2
Cartagena,2
Casablanca,6
Catemu,21
Concón,5
El Quisco,4
El Tabo,6
Hijuelas,14
Isla de Pascua,0
Juan Fernández,0
La Calera,21
La Cruz,5
La Ligua,1
Limache,9
Llay-Llay,29
Los Andes,14
Nogales,12
Olmué,2
Panquehue,2
Papudo,1
Petorca,0
Puchuncaví,3
Putaendo,13
Quillota,16
Quilpué,17
Quintero,7
Rinconada,2
San Antonio,11
San Esteban,3
San Felipe,30
Santa Maria,0
Santo Domingo,1
Valparaíso,90
Villa Alemana,11
Viña del Mar,113
Zapallar,0
