Comuna,Casos nuevos
Algarrobo,4
Cabildo,3
Calle Larga,2
Cartagena,10
Casablanca,11
Catemu,18
Concón,7
El Quisco,6
El Tabo,4
Hijuelas,11
Isla de Pascua,0
Juan Fernández,0
La Calera,14
La Cruz,6
La Ligua,9
Limache,18
Llay-Llay,11
Los Andes,20
Nogales,15
Olmué,3
Panquehue,1
Papudo,2
Petorca,3
Puchuncaví,9
Putaendo,1
Quillota,42
Quilpué,52
Quintero,10
Rinconada,1
San Antonio,34
San Esteban,12
San Felipe,28
Santa Maria,4
Santo Domingo,1
Valparaíso,126
Villa Alemana,42
Viña del Mar,120
Zapallar,1
