Comuna,Casos nuevos
Algarrobo,3
Cabildo,2
Calle Larga,2
Cartagena,15
Casablanca,7
Catemu,2
Concón,20
El Quisco,10
El Tabo,4
Hijuelas,10
Isla de Pascua,0
Juan Fernández,0
La Calera,9
La Cruz,3
La Ligua,5
Limache,9
Llay-Llay,2
Los Andes,48
Nogales,6
Olmué,5
Panquehue,3
Papudo,1
Petorca,0
Puchuncaví,4
Putaendo,1
Quillota,28
Quilpué,34
Quintero,10
Rinconada,0
San Antonio,22
San Esteban,1
San Felipe,15
Santa Maria,6
Santo Domingo,1
Valparaíso,87
Villa Alemana,33
Viña del Mar,97
Zapallar,0
