Comuna,Casos nuevos
Algarrobo,5
Cabildo,2
Calle Larga,1
Cartagena,5
Casablanca,2
Catemu,3
Concón,4
El Quisco,1
El Tabo,7
Hijuelas,2
Isla de Pascua,0
Juan Fernández,0
La Calera,3
La Cruz,1
La Ligua,7
Limache,1
Llay-Llay,1
Los Andes,9
Nogales,7
Olmué,0
Panquehue,0
Papudo,4
Petorca,0
Puchuncaví,4
Putaendo,2
Quillota,10
Quilpué,21
Quintero,8
Rinconada,1
San Antonio,10
San Esteban,3
San Felipe,4
Santa Maria,3
Santo Domingo,2
Valparaíso,45
Villa Alemana,7
Viña del Mar,46
Zapallar,6
