Comuna,Casos nuevos
Algarrobo,10
Cabildo,3
Calle Larga,5
Cartagena,12
Casablanca,0
Catemu,1
Concón,9
El Quisco,4
El Tabo,1
Hijuelas,14
Isla de Pascua,0
Juan Fernández,0
La Calera,10
La Cruz,5
La Ligua,10
Limache,10
Llay-Llay,7
Los Andes,31
Nogales,5
Olmué,2
Panquehue,2
Papudo,3
Petorca,3
Puchuncaví,6
Putaendo,1
Quillota,34
Quilpué,31
Quintero,16
Rinconada,4
San Antonio,9
San Esteban,0
San Felipe,24
Santa Maria,7
Santo Domingo,2
Valparaíso,88
Villa Alemana,9
Viña del Mar,91
Zapallar,4
