Comuna,Casos nuevos
Algarrobo,2
Cabildo,1
Calle Larga,4
Cartagena,4
Casablanca,2
Catemu,2
Concón,4
El Quisco,3
El Tabo,5
Hijuelas,7
Isla de Pascua,0
Juan Fernández,0
La Calera,6
La Cruz,2
La Ligua,10
Limache,12
Llay-Llay,8
Los Andes,15
Nogales,2
Olmué,9
Panquehue,1
Papudo,0
Petorca,1
Puchuncaví,2
Putaendo,2
Quillota,25
Quilpué,22
Quintero,10
Rinconada,3
San Antonio,14
San Esteban,10
San Felipe,30
Santa Maria,9
Santo Domingo,1
Valparaíso,68
Villa Alemana,31
Viña del Mar,81
Zapallar,0
