Comuna,Casos nuevos
Algarrobo,1
Cabildo,1
Calle Larga,2
Cartagena,0
Casablanca,0
Catemu,0
Concón,2
El Quisco,0
El Tabo,0
Hijuelas,3
Isla de Pascua,0
Juan Fernández,0
La Calera,1
La Cruz,0
La Ligua,0
Limache,0
Llay-Llay,1
Los Andes,2
Nogales,0
Olmué,0
Panquehue,0
Papudo,1
Petorca,1
Puchuncaví,0
Putaendo,2
Quillota,0
Quilpué,1
Quintero,0
Rinconada,0
San Antonio,12
San Esteban,0
San Felipe,6
Santa Maria,0
Santo Domingo,1
Valparaíso,5
Villa Alemana,1
Viña del Mar,10
Zapallar,0
