Comuna,Casos nuevos
Algarrobo,1
Cabildo,1
Calle Larga,0
Cartagena,4
Casablanca,6
Catemu,7
Concón,2
El Quisco,7
El Tabo,4
Hijuelas,2
Isla de Pascua,0
Juan Fernández,0
La Calera,1
La Cruz,1
La Ligua,4
Limache,4
Llay-Llay,11
Los Andes,20
Nogales,6
Olmué,2
Panquehue,3
Papudo,0
Petorca,0
Puchuncaví,2
Putaendo,1
Quillota,19
Quilpué,16
Quintero,4
Rinconada,3
San Antonio,81
San Esteban,7
San Felipe,13
Santa Maria,11
Santo Domingo,4
Valparaíso,30
Villa Alemana,9
Viña del Mar,33
Zapallar,1
