Comuna,Casos nuevos
Algarrobo,1
Cabildo,1
Calle Larga,1
Cartagena,4
Casablanca,0
Catemu,3
Concón,5
El Quisco,0
El Tabo,3
Hijuelas,1
Isla de Pascua,0
Juan Fernández,0
La Calera,5
La Cruz,2
La Ligua,3
Limache,1
Llay-Llay,1
Los Andes,5
Nogales,2
Olmué,3
Panquehue,0
Papudo,2
Petorca,5
Puchuncaví,3
Putaendo,5
Quillota,2
Quilpué,23
Quintero,8
Rinconada,0
San Antonio,10
San Esteban,0
San Felipe,13
Santa Maria,1
Santo Domingo,1
Valparaíso,45
Villa Alemana,24
Viña del Mar,66
Zapallar,1
