Comuna,Casos nuevos
Algarrobo,4
Cabildo,0
Calle Larga,1
Cartagena,6
Casablanca,3
Catemu,5
Concón,2
El Quisco,1
El Tabo,3
Hijuelas,0
Isla de Pascua,0
Juan Fernández,0
La Calera,0
La Cruz,1
La Ligua,6
Limache,1
Llay-Llay,5
Los Andes,7
Nogales,5
Olmué,2
Panquehue,0
Papudo,4
Petorca,2
Puchuncaví,1
Putaendo,1
Quillota,8
Quilpué,22
Quintero,6
Rinconada,2
San Antonio,28
San Esteban,1
San Felipe,9
Santa Maria,2
Santo Domingo,4
Valparaíso,52
Villa Alemana,17
Viña del Mar,58
Zapallar,1
