Comuna,Casos nuevos
Algarrobo,0
Cabildo,2
Calle Larga,0
Cartagena,5
Casablanca,0
Catemu,0
Concón,1
El Quisco,0
El Tabo,0
Hijuelas,0
Isla de Pascua,0
Juan Fernández,0
La Calera,0
La Cruz,0
La Ligua,0
Limache,0
Llay-Llay,0
Los Andes,3
Nogales,0
Olmué,2
Panquehue,0
Papudo,1
Petorca,0
Puchuncaví,0
Putaendo,0
Quillota,1
Quilpué,0
Quintero,1
Rinconada,0
San Antonio,4
San Esteban,3
San Felipe,0
Santa Maria,0
Santo Domingo,1
Valparaíso,2
Villa Alemana,1
Viña del Mar,1
Zapallar,0
