Comuna,Casos nuevos
Algarrobo,2
Cabildo,4
Calle Larga,1
Cartagena,2
Casablanca,1
Catemu,4
Concón,1
El Quisco,0
El Tabo,1
Hijuelas,7
Isla de Pascua,0
Juan Fernández,0
La Calera,1
La Cruz,2
La Ligua,6
Limache,4
Llay-Llay,1
Los Andes,8
Nogales,5
Olmué,10
Panquehue,2
Papudo,0
Petorca,0
Puchuncaví,5
Putaendo,4
Quillota,7
Quilpué,11
Quintero,7
Rinconada,0
San Antonio,16
San Esteban,0
San Felipe,16
Santa Maria,4
Santo Domingo,2
Valparaíso,36
Villa Alemana,6
Viña del Mar,13
Zapallar,0
