Comuna,Casos nuevos
Algarrobo,0
Cabildo,0
Calle Larga,0
Cartagena,4
Casablanca,1
Catemu,0
Concón,0
El Quisco,1
El Tabo,1
Hijuelas,0
Isla de Pascua,0
Juan Fernández,0
La Calera,3
La Cruz,0
La Ligua,0
Limache,1
Llay-Llay,0
Los Andes,1
Nogales,0
Olmué,0
Panquehue,0
Papudo,1
Petorca,0
Puchuncaví,0
Putaendo,0
Quillota,0
Quilpué,1
Quintero,1
Rinconada,0
San Antonio,7
San Esteban,0
San Felipe,1
Santa Maria,0
Santo Domingo,1
Valparaíso,6
Villa Alemana,1
Viña del Mar,1
Zapallar,0
