Comuna,Casos nuevos
Algarrobo,4
Cabildo,3
Calle Larga,1
Cartagena,2
Casablanca,2
Catemu,3
Concón,1
El Quisco,1
El Tabo,1
Hijuelas,1
Isla de Pascua,0
Juan Fernández,0
La Calera,3
La Cruz,4
La Ligua,2
Limache,2
Llay-Llay,13
Los Andes,11
Nogales,2
Olmué,4
Panquehue,0
Papudo,0
Petorca,0
Puchuncaví,3
Putaendo,2
Quillota,10
Quilpué,9
Quintero,1
Rinconada,0
San Antonio,29
San Esteban,2
San Felipe,4
Santa Maria,2
Santo Domingo,5
Valparaíso,31
Villa Alemana,7
Viña del Mar,23
Zapallar,1
