Comuna,Casos nuevos
Algarrobo,1
Cabildo,0
Calle Larga,0
Cartagena,1
Casablanca,0
Catemu,0
Concón,2
El Quisco,2
El Tabo,1
Hijuelas,0
Isla de Pascua,0
Juan Fernández,0
La Calera,1
La Cruz,2
La Ligua,0
Limache,3
Llay-Llay,0
Los Andes,0
Nogales,0
Olmué,1
Panquehue,2
Papudo,0
Petorca,0
Puchuncaví,1
Putaendo,0
Quillota,1
Quilpué,1
Quintero,0
Rinconada,0
San Antonio,0
San Esteban,0
San Felipe,0
Santa Maria,0
Santo Domingo,1
Valparaíso,4
Villa Alemana,1
Viña del Mar,1
Zapallar,0
