Comuna,Casos nuevos
Algarrobo,11
Cabildo,4
Calle Larga,3
Cartagena,5
Casablanca,2
Catemu,5
Concón,7
El Quisco,3
El Tabo,3
Hijuelas,3
Isla de Pascua,0
Juan Fernández,0
La Calera,9
La Cruz,8
La Ligua,5
Limache,8
Llay-Llay,8
Los Andes,13
Nogales,5
Olmué,4
Panquehue,0
Papudo,0
Petorca,0
Puchuncaví,0
Putaendo,2
Quillota,16
Quilpué,23
Quintero,4
Rinconada,2
San Antonio,46
San Esteban,3
San Felipe,12
Santa Maria,0
Santo Domingo,4
Valparaíso,61
Villa Alemana,25
Viña del Mar,60
Zapallar,0
