Comuna,Casos nuevos
Algarrobo,5
Cabildo,4
Calle Larga,7
Cartagena,16
Casablanca,5
Catemu,3
Concón,15
El Quisco,23
El Tabo,8
Hijuelas,2
Isla de Pascua,0
Juan Fernández,0
La Calera,14
La Cruz,9
La Ligua,15
Limache,11
Llay-Llay,25
Los Andes,54
Nogales,13
Olmué,10
Panquehue,2
Papudo,0
Petorca,4
Puchuncaví,7
Putaendo,8
Quillota,30
Quilpué,43
Quintero,12
Rinconada,7
San Antonio,20
San Esteban,13
San Felipe,39
Santa Maria,2
Santo Domingo,6
Valparaíso,79
Villa Alemana,48
Viña del Mar,70
Zapallar,3
