Comuna,Casos nuevos
Algarrobo,0
Cabildo,2
Calle Larga,0
Cartagena,4
Casablanca,0
Catemu,0
Concón,0
El Quisco,0
El Tabo,0
Hijuelas,1
Isla de Pascua,0
Juan Fernández,0
La Calera,1
La Cruz,2
La Ligua,3
Limache,3
Llay-Llay,0
Los Andes,0
Nogales,0
Olmué,3
Panquehue,1
Papudo,0
Petorca,0
Puchuncaví,0
Putaendo,0
Quillota,3
Quilpué,7
Quintero,2
Rinconada,0
San Antonio,0
San Esteban,2
San Felipe,2
Santa Maria,0
Santo Domingo,5
Valparaíso,6
Villa Alemana,4
Viña del Mar,7
Zapallar,1
