Comuna,Casos nuevos
Algarrobo,0
Cabildo,1
Calle Larga,0
Cartagena,2
Casablanca,5
Catemu,1
Concón,2
El Quisco,2
El Tabo,2
Hijuelas,1
Isla de Pascua,0
Juan Fernández,0
La Calera,1
La Cruz,1
La Ligua,1
Limache,1
Llay-Llay,1
Los Andes,4
Nogales,0
Olmué,0
Panquehue,0
Papudo,0
Petorca,0
Puchuncaví,0
Putaendo,0
Quillota,2
Quilpué,9
Quintero,3
Rinconada,0
San Antonio,6
San Esteban,3
San Felipe,5
Santa Maria,2
Santo Domingo,1
Valparaíso,13
Villa Alemana,1
Viña del Mar,29
Zapallar,0
