Comuna,Casos nuevos
Algarrobo,3
Cabildo,0
Calle Larga,2
Cartagena,4
Casablanca,2
Catemu,0
Concón,7
El Quisco,6
El Tabo,2
Hijuelas,1
Isla de Pascua,0
Juan Fernández,0
La Calera,1
La Cruz,2
La Ligua,5
Limache,3
Llay-Llay,4
Los Andes,10
Nogales,3
Olmué,13
Panquehue,0
Papudo,0
Petorca,6
Puchuncaví,4
Putaendo,0
Quillota,3
Quilpué,12
Quintero,10
Rinconada,0
San Antonio,25
San Esteban,0
San Felipe,3
Santa Maria,1
Santo Domingo,2
Valparaíso,43
Villa Alemana,8
Viña del Mar,37
Zapallar,5
